category_id,category_name
1084232,Babysitting
3162,Nonfiction
10436,Scandinavian
540850,Best Places
640256,Best Places
554540,CCNP
143427,"Chaplin, Charlie"
143467,"Chase, Charley"
149212,"Howell, Alice"
150477,"Kennedy, Edgar"
152521,"Mann, Hank"
158052,"Sennett, Mack"
159076,"Sterling, Ford"
159372,"Summerville, Slim"
159415,"Swain, Mack"
170605,"Blake, Quentin"
13222,( Q )
13223,"Quinn, Julia"
10861,Educational Law & Legislation
227531,Educational Law & Legislation
290312,Sexuality
290332,Weddings & Marriage
170764,"Martin, Bill, Jr."
9803,Dark Fantasy
69463,"Harris, Charlaine"
491332,Design
282924,Feng Shui
152240,"Ma, Yo Yo"
69657,"Starr, Jason"
142007,"Bosley, Tom"
145520,"Duggan, Andrew"
146225,"Fell, Norman"
147719,"Gray, Charles"
147806,"Gregory, James"
150842,"Koscina, Sylva"
153739,"Mioni, Fabrizio"
154555,"Newman, Paul"
167674,"Smight, Jack"
10262,German
70458,"McHugh, Heather"
171194,Clearwater Crossing
4908,Philippines
465330,Women
266179,Neuroanatomy
1044144,"Brand, Dionne"
2835,Series
2837,Saddle Club
2845,Nonfiction
155755,"Phifer, Mekhi"
161506,"Williamson, Fred"
63835,India
641158,India
4671,Prostate Disease
15001,"David, Peter"
15755,( P )
15778,"Peter, David"
265563,Star Trek
520120,Vocal Blues
17168,General
17157,Brazil
67577,Amazon
70488,"Muir, John"
640298,Brazil
640302,Amazon
640314,General
10064,"Greene, Graham"
70296,"Greene, Graham"
70234,"Duncan, Robert"
10215,Hermeneutics
883348,Meditation
884878,Meditation
884128,Meditation
883618,All Bargain Titles
884130,All Bargain Titles
884880,All Bargain Titles
154628,"Nielsen, Leslie"
169674,Mountaineering & Climbing
536282,Nova
536300,General
5249,Annuals
410116,"Alexander, Khandi"
410490,"Anderson, Erich"
414166,"Braugher, Andre"
421874,"Edson, Richard"
424488,"Garofalo, Janeane"
425872,"Greenwood, Bruce"
427044,"Harris, Ricky"
438192,"DeMornay, Rebecca"
448678,"Sweeney, Julia"
452310,"White, Michael Jai"
301807,Gay
14044701,Gay
444224,"Rooker, Michael"
449918,"Towles, Tom"
459844,"Mcnaughton, John"
2432,Mid Atlantic
141130,"Bartel, Paul"
153642,"Miller, Dick"
159404,"Sutton, Grady"
161966,"Young, Dey"
163230,School Days
163587,"Arkush, Allan"
164473,"Dante, Joe"
168430,( Z )
168473,"Zucker, Jerry"
565262,By Genre
506814,Comedy
506816,Zucker-Abrahams-Zucker
899240,Zucker-Abrahams-Zucker
883130,Rap & Hip-Hop
883390,Rap & Hip-Hop General
884942,Rap & Hip-Hop
884944,Rap & Hip-Hop General
884192,Rap & Hip-Hop
884194,Rap & Hip-Hop General
883660,All Bargain Titles
884196,All Bargain Titles
884946,All Bargain Titles
17300,Delaware
640610,Delaware
565690,"Authors, A-Z"
565740,"McClelland, Deke"
520156,Ambient
25413,"Lutoslawski, Witold"
25418,All Works by Lutoslawski
284532,"Gabaldon, Diana"
284533,General
285735,Hardcover
1191,"De Chirico, Giorgio"
10238,Postmodernism
281749,Minnie and Moo
144643,"Dane, Lawrence"
145714,"Eckhouse, James"
147055,"Gardner, David"
148205,"Hamilton, Patricia"
148370,"Harris, Julie"
148457,"Harvey, Tom"
160819,"Walsh, Gwynyth"
170788,"Nesbit, E."
69353,"Burke, James Lee"
585776,"Burke, James Lee"
291120,Teen
291121,Coming of Age
439622,"Oates, Robert"
446326,"Sheen, Ruth"
11434,Reference
170690,"Hall, Donald"
421756,"Earl, Elizabeth"
438436,"Moyer, Stephen"
447130,"Smith, Julie"
69415,"Emerson, Earl"
1053,British
163395,True Story
427188,"Harvey, Tom"
428820,"Hughes, Helen"
428944,"Hunter, Holly"
429280,"Irwin, Jennifer"
431338,"Kieferle, Kirsten"
433426,"Levine, Ted"
454780,"Bill, Tony"
740164,Fighting the System
4939,Austria
4956,Hungary
290126,Instructional
164134,"Capra, Frank"
166111,"Litvak, Anatole"
10869,Estates & Trusts
173497,American Casebook
227538,Estates & Trusts
14037,Respiratory Therapy
227582,Respiratory Therapy
17420,Actors
173013,"Barclay, William"
916990,"Reagan, Ronald"
4407,General
4441,Reference
10313,African
10314,General
265790,Central & South African
554520,British Alternative
69428,"Furutani, Dale"
1044068,"Schwartz, Roslyn"
10053,"Forster, E.M."
286478,Paperback
1392,"Rockwell, Norman"
146686,"Frampton, Peter"
17096,Knopf
640192,Knopf
67627,Cyclades
639956,Cyclades
36649,"Requiems, Elegies & Tombeau"
36650,Elegies
226520,Costs
3045801,Estimating
417650,"Chong, Michael"
414032,"Bradley, Doug"
419042,"Cranham, Kenneth"
427940,"Higgins, Clare"
432754,"Laurence, Ashley"
434678,"MacInnes, Angus"
461132,"Randel, Tony"
1327,"Matisse, Henri"
424178,"Gabai, Richard"
443510,"Richardson, Jay"
447566,"Spellos, Peter"
448306,"Strain, Julie"
461170,"Ray, Fred Olen"
2165,Drama
2166,Gay
1043860,Canadian
1043862,General
12947311,For Kids
15480,"Knaak, Richard A."
12752,Jainism
12500,Romance
4962,Lithuania
16899,General
16915,Virgin Islands
639814,General
639830,Virgin Islands
1040200,Puerto Rico
1040604,Puerto Rico
412514,"Bell, Michael"
413818,"Bottoms, Timothy"
423408,"Fonda, Henry"
426152,"Guardino, Harry"
428920,"Hunt, Helen"
442282,"Prince, William"
445864,"Segal, George"
448322,"Strasberg, Susan"
450094,"Tristan, Dorothy"
451684,"Wasson, Craig"
452432,"Widmark, Richard"
457244,"Goldstone, James"
139517,Political Thriller
140561,"Arness, James"
141984,"Borg, Veda Ann"
143999,"Conried, Hans"
149984,"Jones, Gordon"
154992,"Olson, Nancy"
161328,"Whitney, Peter"
166170,"Ludwig, Edward"
899442,John Wayne
171189,Drug Use & Abuse
17498,Fiction
4846,Ecuador
172762,Fiction
152275,"Macginnis, Niall"
155809,"Pichel, Irving"
166945,"Pichel, Irving"
883248,Contemporary Folk
884740,Contemporary Folk
883990,Contemporary Folk
883526,All Bargain Titles
883992,All Bargain Titles
884742,All Bargain Titles
70410,"Lawrence, Jerome"
70751,( L )
70804,"Lawrence, Jerome"
11427,Morals & Responsibility
883378,Funk
884954,Funk
884204,Funk
883650,All Bargain Titles
884206,All Bargain Titles
884956,All Bargain Titles
565658,"Allende, Isabel"
282879,Native Healing
282907,"Weil, Dr. Andrew"
285610,General
285718,Paperback
36657,Serenades & Divertimentos
883196,Southern Rock
884628,Southern Rock
883878,Southern Rock
883474,All Bargain Titles
883880,All Bargain Titles
884630,All Bargain Titles
38455,Lute
16672,Surfing
11678,College Entrance
225382,Turntablists
1059,Project Planning & Management
1084224,Pet Death
578006,Paris Symphony Orchestra
1707,Opera
1711,Religious & Church Music
1822,Opera
68203,Ribbons
14288,Hormones
265163,Star Trek
4896,Indonesia
520204,Avant-Garde
69444,"Gores, Joe"
290165,Microsoft
290173,MS Excel
290305,Disorders & Diseases
2985,Arthurian
12604,Arthurian
10755,Civics
166154,"Low, Stephen"
169801,Auto Sports
282867,Caffeine
11840,Korean
1399,"Rothko, Mark"
140056,"Aiello, Danny"
140216,"Alley, Kirstie"
142043,"Boutsikaris, Dennis"
142647,"Burke, Michelle"
143213,"Cassel, Seymour"
143816,"Cochrane, Rory"
143888,"Colicos, John"
147165,"Gedrick, Jason"
148255,"Hannah, Daryl"
152814,"Massee, Michael"
153663,"Miller, Penelope Ann"
161828,"Wuhl, Robert"
161960,"Young, Burt"
164287,"Clifford, Graeme"
70482,Moliere
11886,Online Research
142237,"Brennan, Walter"
146423,"Fix, Paul"
148113,"Hale, Jonathan"
152958,"Mazurki, Mike"
154254,"Muson, Ona"
160996,"Watkin, Pierre"
161652,"Withers, Grant"
165688,"Kane, Joseph"
14886,"Card, Orson Scott"
284604,General
287123,( C )
287352,"Card, Orson Scott"
416158,"Caesar, Adolph"
432996,"Lee, Bruce"
434162,"Louie, Bill"
452736,"Williamson, Fred"
899488,Bruce Lee
899504,Fred Williamson
425856,"Greene, Michele"
427526,"Hedison, David"
432526,"Langenkamp, Heather"
439124,"Newman, Barry"
439806,"Ogilvy, Ian"
442436,"Putch, John"
450776,"Vennera, Chick"
17382,Pennsylvania
67528,Philadelphia
640794,Pennsylvania
640798,Philadelphia
17833,"Dutilleux, Henri"
17836,All Works by Dutilleux
21733,"Hindemith, Paul"
21744,All Works by Hindemith
38421,Bassoon
418754,"Corrigan, Lloyd"
421892,"Edwards, James"
425912,"Gregory, James"
427178,"Harvey, Laurence"
432572,"Lansbury, Angela"
433180,"Leigh, Janet"
436414,"McGiver, John"
438792,"Nalder, Reggie"
440720,"Parrish, Leslie"
456876,"Frankenheimer, John"
898352,Assassination Plots
898374,Political Conspiracies
909820,Korean War
909826,Cold War
16534,Archery
3048,Nonfiction
184987,Ugly Duckling
574074,DVD-Audio
574644,General
574646,Classical
10236,Modernism
554486,South & Central America
14207,Gerontology
227648,Gerontology
4174,Online Banking & Finance
4171,Intuit Quicken
502028,General
549688,Personal Finance
727724,Online Banking & Finance
727728,Intuit Quicken
727730,General
768166,Personal Finance
768592,Online Banking & Finance
13820,Telephone Systems
13054,"Hill, Sandra"
13434,Time Travel
10524,Pictorial
290085,Australia
69740,Spanish
172403,Juice
421490,"Dunaway, Faye"
424506,"Garrett, Hank"
428598,"Houseman, John"
442982,"Redford, Robert"
443862,"Robertson, Cliff"
447924,"Stenborg, Helen"
448744,"Sydow, Max Von"
460934,"Pollack, Sydney"
3234111,Classics
4568,Reference
916536,Blues
13940,Group Theory
227393,Group Theory
3267,Flowers & Plants
3269,Nonfiction
5131,Crafts for Children
281857,Josefina
3151561,Italian
3201071,Children's Books
3302791,All Italian Books
69960,LDAP
14247,Caregiving
491536,Emergency
603186,Halloween
98,Windows 98
3766,Power User
554060,DVD Singles
4828,Costa Rica
411250,"Avery, Margaret"
416316,"Camp, Colleen"
444484,"Rowe, Kimberly"
446496,"Shipp, John Wesley"
452908,"Winfield, Paul"
409744,"Abraham, F Murray"
410848,"Aresco, Joey"
413448,"Blumenfeld, Alan"
418364,"Combs, Jeffrey"
420000,"Davies, Stephen"
423482,"Ford, Maria"
426356,"Gwynne, Michael C"
427908,"Hicks, Catherine"
428636,"Howard, Clint"
429846,"Jenson, Sasha"
438112,"Morgan, Jeffrey Dean"
443220,"Remsen, Bert"
448382,"Stroud, Don"
452978,"Winters, Time"
554046,Independently Distributed
450730,"Vedder, Eddie"
518964,Politics
450784,"Venton, Harley"
419362,"Culp, Robert"
425188,"Glover, Bruce"
436262,"McCullough, Julie"
449902,"Tour, Nick La"
453446,"Yagher, Jeff"
418458,"Conrad, Robert"
423202,"Flaherty, Joe"
423286,"Fletcher, Louise"
435580,"Martin, Pamela Sue"
437340,"Miller, Dick"
440738,"Parsons, Nancy"
450982,"Vint, Alan"
409948,"Aidman, Charles"
414304,"Briant, Shane"
423208,"Flanagan, Fionnula"
430662,"Karlen, John"
443486,"Richards, Kim"
458330,"Jordan, Glenn"
442950,"Reagan, Ronald"
896912,African American Heritage
599842,Horror
893228,Dark Shadows
414694,"Brown, Murray"
414698,"Brown, Pamela"
421154,"Douglas, Sarah"
428522,"Horner, Penelope"
433464,"Lewis, Fiona"
440446,"Palance, Jack"
442156,"Pravda, George"
451542,"Ward, Simon"
455958,"Curtis, Dan"
883096,Vampires
883750,Vampires
13214,"Poarch, Candice"
3733,Microprocessor Design
227704,Child
883238,Disco
884688,Disco
883938,Disco
883516,All Bargain Titles
883940,All Bargain Titles
884690,All Bargain Titles
883398,Oldies & Retro
883400,Oldies General
884986,Oldies & Retro
884988,Oldies General
884236,Oldies & Retro
884238,Oldies General
883666,All Bargain Titles
884240,All Bargain Titles
884990,All Bargain Titles
12717,Rosicrucianism
923026,Boxed Sets
282858,Pritikin
2280,German
16167,"Wrede, Patricia"
4395,History & Price Guides
4207,Canning & Preserving
226515,Unit Operations & Transport Phenomena
3204,Test Preparation
297931,"Buber, Martin"
883082,Adventures
883764,Adventures
2742,Bookkeeping
767912,Bookkeeping
170596,"Bauer, Marion Dane"
11184,General
602086,Twee Pop
5378,Masonry
170673,"Florian, Douglas"
165816,"Kitano, Takeshi"
301872,Foreign Spotlight
146807,"Frees, Paul"
147590,"Gorshin, Frank"
148188,"Hamilton, George"
148415,"Hart, Dolores"
149406,"Hutton, Jim"
150930,"Kruschen, Jack"
153704,"Mimieux, Yvette"
154596,"Nichols, Barbara"
166065,"Levin, Henry"
541272,Classics
10166,Bisexual
410996,"Arquette, Rosanna"
411278,"Aykroyd, Dan"
425278,"Goldberg, Whoopi"
429410,"Jackson, Michael"
430258,"Jones, Quincy"
431454,"King, Don"
442250,"Price, Vincent"
458866,"Landis, John"
459024,"Lee, Spike"
557172,"Jackson, Michael"
13907,Combinatorics
227389,Combinatorics
14233,Pharmacology
227661,Pharmacology
284589,"Myss, Caroline"
284590,General
497060,Indie Rock
17098,Let's Go
640194,Let's Go
14257,Home Care
3049191,Globalization
2822,Nonfiction
70581,"Salter, James"
63855,Tango
641640,Tango
284540,"Turow, Scott"
284541,General
285814,Paperback
290083,Africa
7140,"Hodgson, William Hope"
170743,"L'Engle, Madeleine"
285281,General
286484,Paperback
5705,"Benson, E. F."
6276,"Dalby, Richard"
10687,Learning Disabled
598622,Attention Deficit Disorder
15201,"Friedman, Michael Jan"
11394,Stepparenting & Blended Families
171111,Senegal & Gambia
641462,Senegal & Gambia
142605,"Bullock, Gary"
147010,"Gandolfini, James"
150385,"Kelleher, Tim"
150688,"Kinski, Nastassja"
151197,"Langton, Brooke"
152031,"Lounibos, Tim"
153110,"Mcdonald, Christopher"
158324,"Shinas, Sofia"
167378,"Sarafian, Deran"
746806,Espionage
749050,Espionage
898338,Political Conspiracies
169804,Bicycling
169854,Skateboarding
909046,Surfing
909048,Water Sports
909050,General
12520,Yoga
13622231,Children's Books
13622241,All Children's Boxed Sets
13622311,Literature
13622371,Series
142650,"Burke, Simon"
148492,"Hauser, Cole"
153784,"Mitchell, Radha"
168050,"Twohy, David"
746782,Monsters & Mutants
749058,Monsters & Mutants
147569,"Gordon, Leo"
147754,"Green, Nigel"
148742,"Herbert, Percy"
149257,"Hudson, Rock"
152066,"Lowens, Curt"
153883,"Montaigne, Lawrence"
155609,"Peppard, George"
156543,"Redmond, Liam"
159191,"Stockwell, Guy"
165405,"Hiller, Arthur"
143827,"Coe, Barry"
145632,"Dusenberry, Ann"
147114,"Gary, Lorraine"
147568,"Gordon, Keith"
147908,"Grover, Cindy"
148203,"Hamilton, Murray"
150878,"Kramer, Jeffrey"
155500,"Paxton, Collin Wilcox"
157776,"Scheider, Roy"
167861,"Szwarc, Jeannot"
6105,"Clegg, Douglas"
295225,GoLive
25776,"Marais, Marin"
25782,All Works by Marais
3121,Prayer
280287,Christianity
171120,General
3158,Nonfiction
5209,Expert Advice
5221,Jeff Cox
170000,"Balzac, Honore de"
280393,Art House & International
290136,Painting
145976,"Estes, Will"
150367,"Keitel, Harvey"
150372,"Keith, David"
150895,"Kretschmann, Thomas"
153050,"Mcconaughey, Matthew"
154743,"Noseworthy, Jack"
161089,"Weber, Jake"
571704,Sea Adventure
909772,War at Sea
909780,Heroic Missions
141444,"Bennett, Nigel"
148333,"Harper, Hill"
149577,"Jackson, Joshua"
160771,"Walker, Paul"
164307,"Cohen, Rob"
898334,Miscarriage of Justice
50235,"Kashkashian, Kim"
170871,"Williams, Vera B."
3141,Nonfiction
291152,Infidelity
410260,"Allen, Woody"
413408,"Bloom, Claire"
416294,"Cameron, J Smith"
421454,"Dukakis, Olympia"
438624,"Murphy, Rosemary"
442804,"Rapaport, Michael"
447454,"Sorvino, Mira"
452018,"Weller, Peter"
454138,"Allen, Woody"
541276,Comedy
541284,Oscar® Collection
899292,Woody Allen
899774,Woody Allen
518926,Series
3425671,Docurama
69359,"Cannell, Dorothy"
4215,Poultry
11968,Ships & Shipwrecks
11831,Greek
13060,"Hoag, Tami"
13389,Romantic Suspense
916950,( K )
917022,"King, Martin Luther"
917044,"Luther, Martin"
5235,Norm Abram
286482,Paperback
4982,Wales
143806,"Coburn, Charles"
144586,"Dalio, Marcel"
147225,"Geray, Steven"
149046,"Holmes, Taylor"
153878,"Monroe, Marilyn"
156611,"Reid, Elliott"
157406,"Russell, Jane"
160447,"Varden, Norma"
163011,Sex Comedies
165329,"Hawks, Howard"
14903,"Cassada, Jackie"
16223,Vampire
170625,"Byars, Betsy"
69731,Personal Growth
287169,( V )
287213,"Vanzant, Iyanla"
15290,"Greenwood, Ed"
468366,Forgotten Realms
294972,Star Trek: The Original Series
454112,"Alexander, David"
455262,"Butler, Robert"
456032,"Daugherty, Herschel"
456550,"Erman, John"
457228,"Golden, Murray"
458700,"Komack, James"
459772,"Mcdougall, Don"
460498,"Oherlihy, Michael"
460582,"Oswald, Gerd"
460782,"Penn, Leo"
461702,"Sargent, Joseph"
461976,"Senensky, Ralph"
461978,"Senesky, Ralph"
462740,"Taylor, Jud"
463208,"Wallerstein, Herb"
70397,"Kureishi, Hanif"
69455,"Haddam, Jane"
266113,Corporate Finance
170588,Avi
16738,Madagascar & Comoros
639572,Madagascar & Comoros
3201921,Travel
24896,"Liebermann, Lowell"
573276,All Works by Liebermann
226513,Process Dynamics
2879,Painting
430862,"Keaton, Buster"
458482,"Keaton, Buster"
497588,Methods
557146,Van Halen
185005,Teletubbies
265530,Teletubbies
893230,Books
70273,"Garcia Marquez, Gabriel"
14390,Emergencies
227697,Emergencies
536294,Natural Disasters
11984,"Bruckner, Anton"
573256,All Works by Bruckner
11742,Medical
142254,"Breuer, Jim"
146281,"Ferrell, Will"
147118,"Gasteyer, Ana"
151363,"Lawson, Shannon"
153089,"Mcculloch, Bruce"
153166,"Mcginley, Ted"
156715,"Reynolds, Ryan"
157327,"Rubinek, Saul"
158224,"Shearer, Harry"
161481,"Williams, Michelle"
164855,"Fleming, Andrew"
5090,Kitchenware
5101,Porcelain & China
140889,"Baldwin, Daniel"
143399,"Chandler, Kyle"
143725,"Clarke, Melinda"
147857,"Griffith, Melanie"
149926,"Johnson, Rick"
151831,"Lively, Ernie"
153009,"Mccarthy, Andrew"
154689,"Nolte, Nick"
155265,"Palminteri, Chazz"
155590,"Penn, Chris"
161501,"Williams, Treat"
167874,"Tamahori, Lee"
569586,Neo-Noir
10995,Trial Practice
227526,Trial Practice
70665,"Toole, John Kennedy"
163392,Political Drama
284938,Russia
413662,"Bonnaire, Sandrine"
420402,"Deneuve, Catherine"
415052,"Burke, Simon"
427256,"Hauser, Cole"
437616,"Mitchell, Radha"
463020,"Twohy, David"
761382,Orphen
145808,"Ekland, Britt"
147616,"Gould, Elliott"
151043,"Lahr, Bert"
160225,"Tucker, Forrest"
161637,"Wisdom, Norman"
161647,"Wiseman, Joseph"
164949,"Friedkin, William"
16594,Wrestling
548976,Farscape
145712,"Eckhart, Aaron"
146278,"Ferrell, Conchata"
146365,"Finney, Albert"
157080,"Rodriguez, Valente"
158542,"Skipper, Pat"
167694,"Soderbergh, Steven"
450642,"Vannicola, Joanne"
1084950,Medabots
696666,"Nadia, Secret of Blue Water"
411458,"Bain, Barbara"
432378,"Landau, Martin"
438300,"Morse, Barry"
448994,"Tate, Nick"
454366,"Austin, Ray"
455632,"Clegg, Tom"
455752,"Connor, Kevin"
455902,"Crichton, Charles"
457470,"Guest, Val"
459850,"Medak, Peter"
1999,Space: 1999
13743461,General
548880,Blue Seed
599840,Anime
9377,"Berg, Alban"
9383,All Works by Berg
578000,New York Philharmonic Orchestra
227401,Dynamics
3074621,General
170618,"Browne, Anthony"
67499,Boston
640698,Boston
15805,"Pratchett, Terry"
284613,General
285653,Hardcover
408710,Discworld
2899,Drama & Theater
2900,Fiction
5717,"Betancourt, John"
7420,"Kaye, Marvin"
410632,"Andrews, Stanley"
411116,"Astor, Mary"
419880,"Darnell, Linda"
419904,"Darwell, Jane"
420998,"Donlevy, Brian"
429420,"Jackson, Selmer"
429508,"Jagger, Dean"
431698,"Knight, Fuzzy"
432840,"Lawrence, Marc"
439966,"Olsen, Moroni"
442110,"Power, Tyrone"
443884,"Robertson, Willard"
444096,"Rogers, Jean"
457668,"Hathaway, Henry"
70372,"Kafka, Franz"
12508,Bhagavad Gita
69392,"Daheim, Mary"
1179,"Corot, Jean-Baptiste-Camille"
1768,Percussion
411112,"Astin, Sean"
416334,"Campbell, Bruce"
430836,"Keach, Stacy"
14133651,Hostages
70500,"O'Brien, Tim"
417500,Cher
424392,"Garcia, Andy"
444058,"Rodriguez, Paul"
444294,Roseanne
445642,"Schwarzenegger, Arnold"
449758,"Tomlin, Lily"
452926,"Winkler, Henry"
17386,South Carolina
67532,General
640808,South Carolina
640810,General
67613,Berlin
639898,Berlin
13622571,Reference
13622581,Religion & Spirituality
155416,"Paterson, Bill"
291450,Political Thriller
413206,"Black, Jack"
413648,"Bonet, Lisa"
415306,"Byrne, Gabriel"
416124,"Caan, Scott"
420206,"Dean, Loren"
422022,"Elfman, Bodhi"
426078,"Gros, James Le"
426406,"Hackman, Gene"
427118,"Hart, Ian"
431154,"Kennedy, Jamie"
431482,"King, Regina"
433034,"Lee, Jason"
441176,"Pepper, Barry"
451060,"Voight, Jon"
461904,"Scott, Tony"
899606,Tony Scott
4546,Songwriting
5259,Orchids
2814,Nonfiction
413442,"Blum, Mark"
414024,"Bradford, Richard"
419944,"Davidovich, Lolita"
422064,"Elliott, Alison"
422980,"Field, Chelsea"
431716,"Knight, Shirley"
444592,"Ruehl, Mercedes"
449458,"Thompson, Sada"
452504,"Wildman, Valerie"
458174,"Jackson, Mick"
740184,Miscarriage of Justice
12964201,Belly
12965621,General
4066611,Veena & Neena
448478,"Suchet, David"
541964,Agatha Christie
542014,Poirot
291159,Comedy of Errors
411738,"Banks, Jonathan"
414546,"Brooks, Joel"
414662,"Brown, Georg Stanford"
418830,"Coster, Nicolas"
430026,"Johnson, Doug"
438994,"Nelson, Craig T"
442366,"Pryor, Richard"
452492,"Wilder, Gene"
452648,"Williams, Jobeth"
460920,"Poitier, Sidney"
899726,Gene Wilder
899758,Richard Pryor
12084,Greek
12163,Concordances
173043,"Crossan, John Dominic"
410622,"Andrews, Edward"
432464,"Lane, Mike"
433120,"Leeds, Peter"
441310,"Persoff, Nehemiah"
447888,"Steiger, Rod"
447972,"Sterling, Jan"
461394,"Robson, Mark"
898096,Classics
5028,Conventional
465302,General
5289,Japanese Gardens
438046,"Moreau, Marsha"
438302,"Morse, David"
1038836,Madeline
1084450,Holidays & Festivals
1084454,Easter
418074,"Cobb, Lee J"
437704,"Mohr, Gerald"
438398,"Mostel, Zero"
439530,"Novello, Jay"
446996,"Sloane, Everett"
448046,"Stevens, Onslow"
2856,Pigs
2857,Fiction
142865,"Calloway, Cab"
143821,"Coco, James"
148029,"Gwynne, Fred"
151584,"Leonard, Lu"
153169,"Mcgiver, John"
156417,"Randall, Tony"
157189,"Rose, George"
159101,"Stevens, Connie"
165982,"Layton, Joe"
513206,General
13259,"Samuel, Barbara"
297947,"Dyer, Wayne"
3097,General
16427,Idaho
640406,Idaho
3077,Fiction
170103,Advertising
170105,Coca-Cola
63930,New Orleans Jazz
520228,Traditional Jazz
917116,"Earhart, Amelia"
912606,( G )
912732,"Gallo, Donald R."
13421501,"Fujishima, Kosuke"
34165,"Thomson, Virgil"
34172,All Works by Thomson
64022,"Barber, Samuel"
285658,"Copland, Aaron"
577950,"Barber, Samuel"
2286,Polish
2287,Portuguese
170754,"Lobel, Arnold"
4885,Afghanistan
170686,"Gibbons, Gail"
465294,General
465300,Waterloo
572068,Chronological
8721,"Rodgers, Alan"
411160,"Attenborough, Richard"
433916,"Lodge, David"
441428,"Pettingell, Frank"
443130,"Reid, Beryl"
445930,"Sellers, Peter"
449510,"Thornton, Frank"
882778,Satire
883708,Satire
899756,Peter Sellers
599774,Music Video & Concerts
140394,"Andrews, Dana"
142028,"Bouchet, Barbara"
145365,"Douglas, Kirk"
148089,"Hagman, Larry"
148518,"Haworth, Jill"
149029,"Holloway, Stanley"
150479,"Kennedy, George"
153470,"Meredith, Burgess"
154437,"Neal, Patricia"
155009,"O'Neal, Patrick"
155815,"Pickens, Slim"
160000,"Tone, Franchot"
160194,"Tryon, Tom"
167015,"Preminger, Otto"
909792,War Epics
3964,Programming
585612,( H )
585806,"Hillerman, Tony"
1038316,Mystery & Thrillers
281378,Defense
290088,South America
602070,Noise
464426,Hong Kong Action
503182,General
1080,Impressionism
642582,Minimal Techno
4794,Rwanda
4804,Uganda
3187,Vocabulary & Spelling
154462,"Negrete, Jorge"
15820,( R )
15821,"Rabe, Jean"
503092,On The Road
290317,Aviation
11763,Conversation
769084,Symphonies
439302,"Nilsson, Anna Q"
463212,"Walsh, Raoul"
438284,"Morrissey, Paul"
451580,"Warhol, Andy"
451714,"Waters, John"
518928,Series
3425661,Docurama
154121,"Morrissey, Paul"
160922,"Warhol, Andy"
160989,"Waters, John"
412628,"Benfield, John"
422182,"Empson, Tameka"
579590,Gay & Lesbian
5325,Octets
140124,"Aldrich, Fred"
145337,"Dorn, Philip"
148299,"Hardy, Oliver"
149192,"Howard, John"
152680,"Marsh, Mae"
155599,"Pennick, Jack"
161593,"Windsor, Marie"
168123,"Waggner, George"
139497,Love
140735,"Ayres, Agnes"
144642,"Dane, Karl"
160406,"Valentino, Rudolph"
162916,Silent Films
162917,Action & Adventure
162919,Drama
12424,Lutheran
14686,"Anderson, Poul"
883310,Traditional Jazz
884860,Traditional Jazz
884110,Traditional Jazz
883584,All Bargain Titles
884112,All Bargain Titles
884862,All Bargain Titles
17357,General
640732,General
147486,"Goldberg, Whoopi"
150200,"Kani, John"
150568,"Khumalo, Leleti"
152418,"Makeba, Miriam"
579578,Music & Musicals
740026,School Days
17291,Colorado
17294,General
17365,New Mexico
67510,General
584692,Road Guide USA
640176,Road Guide USA
640590,Colorado
640594,General
640742,New Mexico
640744,General
226162,Series
226166,Greatest Adventure Stories from the Bible
3963,Objects
565716,"Booch, Grady"
3041,Middle East
226502,Gas Dynamics
466082,General
139931,"Abbott, Bud"
140257,"Alyn, Kirk"
141043,"Barnes, Binnie"
144181,"Costello, Lou"
148595,"Healey, Myron"
149593,"Jackson, Selmer"
151400,"Lease, Rex"
156710,"Reynolds, Marjorie"
158793,"Sondergaard, Gale"
163716,"Barton, Charles"
172304,Abbott & Costello
63721,Algeria
641470,Algeria
15818,"D'Indy, Vincent"
29215,"Poulenc, Francis"
29225,All Works by Poulenc
577948,Baltimore Symphony Orchestra
411676,"Baltz, Kirk"
434822,"Madsen, Michael"
441136,"Penn, Chris"
444426,"Roth, Tim"
448964,"Tarantino, Quentin"
449574,"Tierney, Lawrence"
462694,"Tarantino, Quentin"
899594,Quentin Tarantino
13622411,"Cooking, Food & Wine"
466984,Country Comedy
5000,Iraq
170827,"Schwartz, Alvin"
4694,Mood Disorders
2459,Business & Investing
733818,Business & Investing
280292,Theory of Computing
287236,"Twain, Mark"
12712,Metaphysical Phenomena
465314,Intelligence Operations
13149,"Lowell, Elizabeth"
439170,"Ng, Carrie"
453452,"Yam, Simon"
453512,"Yau, Chingmy"
510696,General
554454,"Ellington, Duke"
10025,"Austen, Jane"
70082,"Austen, Jane"
284620,General
285677,Paperback
281791,Horror
3341,Fear Street
3640,Government
768656,Government
37577,"Scriabin, Alexander"
37580,General
520146,Country Gospel
149638,"Jagger, Dean"
152895,"Mature, Victor"
154124,"Morrow, Jeff"
154759,"Novello, Jay"
156671,"Rennie, Michael"
157014,"Robinson, Jay"
159750,"Thatcher, Torin"
165856,"Koster, Henry"
465952,Second & Third Wave Ska
170610,"Brett, Jan"
297894,( W )
297998,"Williamson, Marianne"
554528,Ska Punk
464258,John Lennon
2620,Leadership
2621,Management
768132,Leadership
768134,Management
16795,Indonesia
67635,General
639646,Indonesia
639648,General
2341,Rhythm & Blues
